creer	A	0	3	;
creer	B	4	5	;
creer	C	0	0	;
creer	D	1	1	;
creer	E	5	2	;
creer	F	5	1	;
creer	G	2	5	;
creer	H	4	4	;
creer	I	1	0	;
creer	J	2	2	;
creer	K	3	5	;
creer	L	0	1	;
creer	M	1	3	;
creer	N	5	0	;
creer	O	2	0	;
creer	P	2	1	;
creer	Q	2	5	;
creer	R	3	4	;
creer	S	4	3	;
creer	T	3	1	;
creer	U	4	1	;
creer	V	4	4	;
creer	W	5	1	;
creer	X	1	3	;
creer	Y	2	4	;
creer	Z	3	0	;
reserver 	W	N	9j_16h30m	15j_02h00m	;
reserver 	L	F	6j_00h30m	24j_17h30m	;
reserver 	M	H	5j_11h30m	24j_03h30m	;
reserver 	C	D	17j_01h00m	19j_09h30m	;
reserver 	I	S	12j_20h30m	24j_13h30m	;
reserver 	L	R	17j_04h30m	24j_18h00m	;
reserver 	G	R	17j_10h30m	27j_01h30m	;
reserver 	J	X	16j_23h00m	35j_21h30m	;
reserver 	W	C	16j_21h30m	36j_17h00m	;
reserver 	A	V	14j_14h00m	22j_13h00m	;
reserver 	P	O	7j_10h30m	25j_06h30m	;
reserver 	N	V	4j_23h30m	9j_18h00m	;
reserver 	Y	P	17j_09h00m	29j_07h00m	;
reserver 	G	O	14j_20h30m	34j_08h00m	;
reserver 	C	C	7j_11h00m	23j_17h30m	;
reserver 	B	Y	9j_11h00m	27j_03h30m	;
reserver 	K	E	17j_16h30m	36j_09h30m	;
reserver 	D	A	15j_13h00m	34j_04h00m	;
reserver 	H	H	8j_18h00m	11j_10h00m	;
reserver 	W	L	13j_21h00m	25j_17h00m	;
reserver 	M	Q	10j_06h00m	13j_14h00m	;
reserver 	Q	R	8j_17h30m	19j_00h30m	;
reserver 	E	B	18j_10h00m	36j_00h30m	;
reserver 	I	P	11j_19h00m	32j_19h00m	;
reserver 	H	H	16j_05h00m	19j_12h30m	;
reserver 	B	T	17j_21h00m	29j_04h00m	;
reserver 	Z	Y	15j_21h30m	34j_13h00m	;
reserver 	G	G	5j_22h30m	6j_21h30m	;
reserver 	M	N	9j_14h00m	28j_19h30m	;
reserver 	G	G	7j_12h30m	27j_06h30m	;
reserver 	R	R	5j_06h30m	11j_21h00m	;
reserver 	D	D	5j_13h30m	8j_23h00m	;
reserver 	Q	R	15j_01h00m	26j_04h00m	;
reserver 	Y	M	17j_16h30m	20j_06h30m	;
reserver 	F	P	11j_06h00m	23j_12h30m	;
reserver 	W	N	8j_09h00m	20j_19h00m	;
reserver 	U	U	12j_13h30m	22j_09h30m	;
reserver 	T	L	8j_09h00m	14j_07h30m	;
reserver 	G	R	18j_06h30m	20j_18h30m	;
reserver 	O	W	14j_09h00m	16j_09h00m	;
reserver 	K	X	14j_12h30m	27j_22h30m	;
reserver 	H	H	9j_01h30m	15j_14h00m	;
reserver 	S	U	15j_18h30m	28j_05h00m	;
reserver 	E	T	15j_16h30m	20j_21h00m	;
reserver 	S	L	18j_08h30m	20j_21h30m	;
reserver 	R	J	11j_03h00m	29j_02h00m	;
reserver 	B	L	18j_07h00m	19j_14h00m	;
reserver 	G	G	17j_13h30m	28j_14h00m	;
reserver 	A	T	14j_13h30m	33j_17h30m	;
reserver 	Y	E	7j_10h00m	23j_05h30m	;
reserver 	J	O	6j_09h00m	21j_06h30m	;
reserver 	H	N	13j_09h00m	17j_15h30m	;
reserver 	S	Q	18j_00h00m	19j_02h00m	;
reserver 	V	Y	16j_02h30m	26j_00h30m	;
reserver 	S	R	13j_19h00m	28j_08h00m	;
reserver 	W	N	8j_00h00m	11j_23h00m	;
reserver 	T	E	18j_04h00m	38j_04h00m	;
reserver 	Q	Q	12j_20h30m	23j_07h30m	;
reserver 	G	S	13j_13h30m	21j_11h30m	;
reserver 	X	C	12j_19h00m	14j_03h30m	;
reserver 	S	K	7j_09h00m	19j_15h30m	;
reserver 	Z	C	14j_11h00m	19j_06h30m	;
reserver 	Q	A	11j_13h30m	28j_09h30m	;
reserver 	G	G	11j_03h00m	12j_05h30m	;
reserver 	J	P	14j_13h30m	17j_01h30m	;
reserver 	Y	B	19j_11h00m	34j_18h00m	;
reserver 	H	X	18j_02h30m	23j_13h00m	;
reserver 	O	U	11j_13h00m	31j_07h30m	;
reserver 	Z	Z	20j_03h30m	32j_16h00m	;
reserver 	M	J	11j_02h30m	18j_23h00m	;
reserver 	B	B	19j_07h30m	35j_14h30m	;
reserver 	D	V	19j_01h30m	27j_16h30m	;
reserver 	J	J	10j_07h30m	11j_16h30m	;
reserver 	M	M	15j_10h00m	27j_09h00m	;
reserver 	P	S	17j_05h30m	22j_09h00m	;
reserver 	Q	U	13j_09h30m	27j_05h30m	;
reserver 	M	Z	17j_19h30m	31j_11h30m	;
reserver 	O	T	10j_09h00m	29j_06h30m	;
reserver 	M	J	15j_20h30m	33j_07h30m	;
reserver 	A	A	15j_02h30m	24j_15h00m	;
reserver 	L	I	9j_01h00m	19j_10h30m	;
reserver 	H	B	7j_05h30m	14j_18h00m	;
reserver 	M	D	9j_16h00m	25j_07h30m	;
reserver 	E	E	8j_17h30m	14j_14h30m	;
reserver 	H	A	13j_05h30m	34j_00h30m	;
reserver 	Q	Q	10j_22h30m	31j_19h00m	;
reserver 	Q	Q	13j_05h30m	27j_23h30m	;
reserver 	V	V	19j_21h00m	33j_19h30m	;
reserver 	D	A	19j_11h30m	21j_05h30m	;
reserver 	F	F	7j_13h00m	15j_10h00m	;
reserver 	T	Z	14j_07h00m	18j_13h30m	;
reserver 	A	A	19j_05h00m	37j_05h00m	;
reserver 	V	A	17j_21h30m	21j_08h30m	;
reserver 	E	E	15j_09h30m	26j_06h00m	;
reserver 	W	D	19j_18h30m	40j_05h00m	;
reserver 	O	O	15j_20h00m	23j_10h30m	;
reserver 	C	Q	10j_00h00m	26j_17h00m	;
reserver 	E	P	12j_22h30m	30j_20h30m	;
reserver 	R	W	9j_18h30m	13j_21h00m	;
reserver 	W	U	16j_12h00m	37j_00h30m	;
reserver 	T	Q	19j_00h30m	30j_07h30m	;
reserver 	D	Y	15j_09h30m	34j_07h00m	;
reserver 	A	T	21j_15h00m	29j_06h30m	;
reserver 	B	B	17j_00h00m	31j_09h30m	;
reserver 	N	Q	11j_05h30m	26j_09h30m	;
reserver 	D	D	11j_05h30m	13j_06h30m	;
reserver 	P	Y	11j_01h00m	23j_04h00m	;
reserver 	C	A	10j_15h30m	18j_11h30m	;
reserver 	F	K	19j_05h00m	32j_17h00m	;
reserver 	K	F	11j_18h30m	27j_05h00m	;
reserver 	G	F	16j_08h00m	25j_20h00m	;
reserver 	X	N	14j_09h00m	31j_23h00m	;
reserver 	U	L	9j_11h00m	24j_01h00m	;
reserver 	V	V	15j_21h00m	32j_07h00m	;
reserver 	C	A	11j_07h30m	14j_13h00m	;
reserver 	B	K	19j_11h30m	30j_02h30m	;
reserver 	E	C	9j_10h30m	19j_19h00m	;
reserver 	G	G	20j_06h30m	29j_03h30m	;
reserver 	B	J	10j_21h30m	25j_02h00m	;
reserver 	T	Q	19j_05h30m	35j_15h00m	;
reserver 	I	A	14j_00h30m	24j_06h00m	;
reserver 	E	I	21j_04h30m	34j_00h30m	;
reserver 	D	D	19j_16h30m	33j_16h00m	;
reserver 	Y	A	21j_06h00m	24j_01h00m	;
reserver 	Y	L	11j_03h30m	28j_00h30m	;
reserver 	X	E	21j_16h00m	31j_20h00m	;
reserver 	X	B	19j_21h30m	37j_14h00m	;
reserver 	D	U	14j_14h00m	22j_10h00m	;
reserver 	Y	Y	12j_19h30m	21j_16h00m	;
reserver 	K	E	20j_03h00m	37j_02h00m	;
reserver 	K	T	13j_15h30m	27j_16h00m	;
reserver 	M	E	17j_13h00m	33j_01h00m	;
reserver 	X	M	19j_11h30m	22j_01h00m	;
reserver 	D	A	20j_15h00m	41j_15h00m	;
reserver 	A	N	16j_14h00m	28j_19h30m	;
reserver 	Z	O	14j_01h30m	15j_21h00m	;
reserver 	M	D	16j_15h30m	20j_06h00m	;
reserver 	P	Z	18j_06h30m	38j_01h00m	;
reserver 	Z	A	15j_03h30m	31j_22h00m	;
reserver 	R	R	21j_11h30m	30j_14h00m	;
reserver 	K	D	9j_23h00m	27j_09h00m	;
reserver 	A	L	18j_04h30m	21j_14h00m	;
reserver 	B	B	23j_16h00m	44j_13h30m	;
reserver 	A	S	23j_10h30m	30j_19h00m	;
reserver 	M	Z	16j_18h30m	36j_18h00m	;
reserver 	G	R	18j_10h30m	32j_01h00m	;
reserver 	T	T	22j_06h00m	39j_00h00m	;
reserver 	Y	Y	11j_17h00m	12j_19h00m	;
reserver 	F	F	14j_04h30m	17j_11h30m	;
reserver 	T	J	22j_17h00m	41j_02h00m	;
reserver 	P	I	18j_05h00m	21j_07h00m	;
reserver 	A	A	19j_05h00m	24j_06h30m	;
reserver 	M	Y	16j_22h30m	23j_14h00m	;
reserver 	K	M	24j_03h30m	41j_22h00m	;
reserver 	K	F	20j_13h00m	40j_01h00m	;
reserver 	Z	Z	15j_01h30m	28j_16h00m	;
reserver 	N	Q	18j_15h00m	25j_05h30m	;
reserver 	V	Y	13j_18h00m	20j_21h30m	;
reserver 	H	E	18j_23h00m	24j_15h00m	;
reserver 	I	I	13j_02h30m	26j_22h30m	;
reserver 	T	T	19j_07h00m	38j_21h00m	;
reserver 	S	X	22j_14h30m	35j_15h30m	;
reserver 	V	Z	11j_21h30m	28j_17h30m	;
reserver 	F	F	21j_12h30m	41j_01h30m	;
reserver 	P	P	12j_11h00m	13j_12h00m	;
reserver 	R	T	21j_09h30m	22j_02h30m	;
reserver 	L	V	11j_09h00m	21j_22h00m	;
reserver 	J	A	23j_08h30m	43j_08h30m	;
reserver 	F	E	20j_15h30m	30j_16h30m	;
reserver 	O	B	12j_13h00m	17j_17h00m	;
reserver 	S	R	18j_10h30m	27j_17h30m	;
reserver 	X	Q	19j_08h00m	27j_06h30m	;
reserver 	R	S	16j_14h30m	22j_03h00m	;
reserver 	U	U	23j_03h30m	32j_10h30m	;
reserver 	E	E	16j_08h00m	21j_12h30m	;
reserver 	L	L	20j_11h30m	37j_04h00m	;
reserver 	P	X	17j_02h30m	22j_15h30m	;
reserver 	I	I	23j_04h00m	40j_03h30m	;
reserver 	R	G	23j_03h00m	39j_20h30m	;
reserver 	P	P	12j_13h00m	17j_08h00m	;
reserver 	Z	B	24j_13h30m	40j_18h30m	;
reserver 	A	A	12j_18h30m	21j_13h00m	;
reserver 	R	F	11j_21h00m	21j_01h00m	;
reserver 	C	U	21j_06h00m	37j_08h30m	;
reserver 	Z	O	14j_22h00m	30j_10h30m	;
reserver 	Y	L	18j_17h00m	33j_11h00m	;
reserver 	G	A	16j_11h30m	17j_22h30m	;
reserver 	B	F	18j_01h00m	19j_01h30m	;
reserver 	O	O	12j_16h30m	24j_09h00m	;
reserver 	S	S	24j_10h00m	27j_13h00m	;
reserver 	N	O	12j_16h00m	19j_07h00m	;
reserver 	K	Z	15j_04h30m	21j_01h00m	;
reserver 	C	S	18j_04h30m	28j_14h30m	;
reserver 	H	A	25j_06h30m	40j_07h30m	;
reserver 	J	X	24j_03h30m	29j_01h30m	;
reserver 	Z	Z	16j_16h30m	35j_13h30m	;
reserver 	Z	B	24j_11h00m	29j_12h30m	;
reserver 	X	V	17j_10h30m	31j_07h30m	;
reserver 	O	B	16j_00h00m	35j_19h00m	;
reserver 	X	D	20j_21h30m	25j_06h00m	;
reserver 	R	L	19j_02h30m	35j_17h00m	;
reserver 	F	D	20j_23h00m	28j_06h30m	;
reserver 	F	I	20j_07h30m	35j_14h00m	;
reserver 	J	J	24j_20h00m	42j_21h30m	;
reserver 	U	H	23j_02h30m	37j_15h30m	;
reserver 	A	A	21j_07h30m	31j_01h00m	;
reserver 	G	G	19j_04h00m	33j_00h00m	;
reserver 	D	U	24j_22h00m	35j_00h30m	;
reserver 	M	V	18j_08h00m	21j_02h00m	;
reserver 	K	H	14j_15h00m	35j_03h30m	;
reserver 	T	T	16j_10h00m	36j_05h00m	;
reserver 	Z	Y	15j_17h30m	26j_08h30m	;
reserver 	D	K	18j_17h00m	34j_07h00m	;
reserver 	A	U	22j_11h00m	24j_10h30m	;
reserver 	M	D	14j_20h00m	18j_09h00m	;
reserver 	D	H	22j_22h30m	43j_02h00m	;
reserver 	Y	L	18j_06h00m	28j_10h00m	;
reserver 	G	F	22j_05h00m	40j_14h00m	;
reserver 	V	V	17j_22h00m	25j_05h00m	;
reserver 	Q	T	23j_14h00m	39j_13h00m	;
reserver 	M	T	25j_07h30m	41j_12h30m	;
reserver 	G	G	25j_21h00m	37j_13h00m	;
reserver 	K	S	20j_17h30m	30j_09h30m	;
reserver 	B	D	22j_10h30m	41j_19h00m	;
reserver 	P	Y	23j_10h00m	29j_01h00m	;
reserver 	B	E	22j_04h30m	41j_13h00m	;
reserver 	Z	Q	27j_01h30m	40j_23h00m	;
reserver 	Y	Y	26j_21h00m	42j_18h30m	;
reserver 	A	O	15j_18h30m	25j_07h30m	;
reserver 	H	W	18j_13h00m	38j_23h00m	;
reserver 	L	F	22j_01h00m	32j_00h00m	;
reserver 	C	Y	21j_03h30m	24j_04h30m	;
reserver 	M	U	19j_11h30m	39j_11h30m	;
reserver 	Y	Y	21j_23h30m	30j_12h30m	;
reserver 	V	D	20j_08h30m	38j_01h00m	;
reserver 	M	T	15j_04h00m	27j_08h00m	;
reserver 	V	B	27j_02h30m	47j_02h30m	;
reserver 	A	E	21j_23h00m	40j_23h30m	;
reserver 	V	I	16j_13h30m	25j_12h00m	;
reserver 	S	U	17j_14h00m	30j_21h30m	;
reserver 	J	J	25j_08h00m	40j_11h00m	;
reserver 	M	M	27j_18h00m	45j_05h00m	;
reserver 	S	S	21j_07h00m	22j_18h00m	;
reserver 	U	X	14j_07h00m	28j_03h00m	;
reserver 	T	S	15j_22h00m	31j_09h00m	;
reserver 	C	A	20j_17h00m	32j_02h00m	;
reserver 	P	E	19j_14h00m	34j_00h00m	;
reserver 	C	C	26j_20h30m	38j_09h00m	;
reserver 	H	A	19j_12h30m	30j_20h00m	;
reserver 	T	G	17j_10h30m	23j_02h30m	;
reserver 	P	Q	24j_07h00m	44j_10h30m	;
reserver 	H	Y	28j_04h00m	40j_05h00m	;
reserver 	J	T	14j_10h30m	20j_01h00m	;
reserver 	G	Z	21j_01h30m	37j_07h00m	;
reserver 	U	L	18j_16h00m	23j_05h30m	;
reserver 	D	G	25j_10h00m	34j_22h00m	;
reserver 	S	I	27j_06h30m	36j_08h00m	;
reserver 	K	R	25j_09h00m	31j_11h30m	;
reserver 	W	P	27j_06h30m	30j_23h30m	;
reserver 	H	K	16j_13h00m	17j_03h30m	;
reserver 	G	L	26j_14h00m	31j_02h30m	;
reserver 	V	W	21j_02h00m	25j_06h30m	;
reserver 	O	O	17j_14h30m	27j_01h30m	;
reserver 	U	B	20j_21h00m	27j_18h30m	;
reserver 	Y	E	20j_04h00m	38j_05h30m	;
reserver 	W	H	15j_03h30m	25j_22h00m	;
reserver 	R	T	21j_23h30m	28j_13h30m	;
reserver 	G	A	15j_02h30m	16j_07h30m	;
reserver 	R	M	16j_05h00m	29j_11h30m	;
reserver 	P	P	25j_11h00m	26j_12h30m	;
reserver 	Z	J	26j_18h30m	47j_13h00m	;
reserver 	X	X	23j_21h00m	35j_12h30m	;
reserver 	H	A	27j_23h00m	40j_12h30m	;
reserver 	J	F	20j_04h30m	37j_19h30m	;
reserver 	V	U	17j_22h00m	34j_11h00m	;
reserver 	W	W	26j_18h30m	39j_18h30m	;
reserver 	S	K	15j_15h00m	19j_18h30m	;
reserver 	G	L	15j_12h30m	26j_09h30m	;
reserver 	H	H	18j_09h30m	28j_10h00m	;
reserver 	B	G	17j_22h30m	36j_11h30m	;
reserver 	H	Y	20j_10h30m	34j_16h30m	;
reserver 	Y	P	25j_16h30m	32j_13h00m	;
reserver 	F	I	22j_16h30m	32j_11h30m	;
reserver 	B	A	27j_07h00m	33j_05h30m	;
reserver 	B	B	21j_01h30m	38j_06h00m	;
reserver 	I	I	21j_11h30m	34j_00h00m	;
reserver 	N	I	25j_02h00m	38j_02h30m	;
reserver 	O	B	28j_21h30m	44j_13h00m	;
reserver 	C	P	24j_18h00m	37j_02h00m	;
reserver 	O	B	16j_19h30m	33j_11h00m	;
reserver 	D	F	21j_18h30m	25j_06h00m	;
reserver 	A	Q	27j_07h30m	31j_08h30m	;
reserver 	A	B	25j_10h00m	44j_23h00m	;
reserver 	P	P	23j_05h30m	24j_07h00m	;
reserver 	K	R	17j_12h00m	20j_10h30m	;
reserver 	M	E	29j_23h30m	38j_05h00m	;
reserver 	N	V	29j_20h00m	39j_13h00m	;
reserver 	S	G	26j_15h00m	46j_17h00m	;
reserver 	J	B	24j_15h30m	38j_10h30m	;
reserver 	D	D	28j_14h00m	36j_02h00m	;
reserver 	K	Y	16j_21h30m	28j_06h30m	;
reserver 	O	J	28j_01h00m	31j_18h30m	;
reserver 	O	V	24j_14h00m	37j_21h30m	;
reserver 	D	M	25j_20h00m	46j_05h00m	;
reserver 	B	R	25j_01h30m	44j_00h00m	;
reserver 	Z	Y	20j_17h30m	35j_02h00m	;
reserver 	B	F	27j_17h00m	40j_03h30m	;
reserver 	D	H	21j_19h00m	29j_22h00m	;
reserver 	X	H	28j_00h30m	32j_08h00m	;
reserver 	F	E	24j_07h30m	37j_05h00m	;
reserver 	B	D	20j_07h00m	27j_04h30m	;
reserver 	N	N	24j_06h30m	35j_11h00m	;
reserver 	L	K	19j_01h30m	20j_22h30m	;
reserver 	T	D	21j_14h30m	31j_03h30m	;
reserver 	E	E	24j_04h00m	39j_23h30m	;
reserver 	P	P	23j_04h00m	36j_23h00m	;
reserver 	G	M	21j_13h30m	32j_10h30m	;
reserver 	R	F	28j_07h00m	35j_08h00m	;
reserver 	L	S	24j_05h00m	25j_15h00m	;
reserver 	P	P	22j_01h30m	30j_19h00m	;
reserver 	P	Y	24j_08h30m	25j_00h00m	;
reserver 	F	F	27j_06h00m	46j_12h30m	;
reserver 	N	Q	23j_04h00m	37j_01h00m	;
reserver 	T	O	18j_22h30m	28j_01h00m	;
reserver 	L	A	24j_06h30m	43j_08h30m	;
reserver 	Y	Y	19j_21h00m	22j_06h00m	;
reserver 	Y	D	22j_19h30m	29j_01h00m	;
reserver 	V	V	18j_12h00m	31j_14h30m	;
reserver 	I	I	31j_05h30m	41j_11h30m	;
reserver 	L	L	30j_15h00m	48j_08h00m	;
reserver 	Y	P	29j_13h00m	50j_03h00m	;
reserver 	W	K	22j_05h30m	31j_12h00m	;
reserver 	X	T	24j_21h30m	44j_12h00m	;
reserver 	F	I	25j_11h00m	41j_03h00m	;
reserver 	B	B	23j_06h30m	27j_15h30m	;
reserver 	Q	P	23j_10h30m	25j_11h00m	;
reserver 	Y	K	23j_14h00m	33j_17h30m	;
reserver 	V	W	24j_10h30m	38j_18h00m	;
reserver 	R	R	24j_04h00m	40j_00h00m	;
reserver 	D	S	20j_11h30m	26j_12h00m	;
reserver 	V	K	27j_21h00m	41j_14h30m	;
reserver 	D	W	31j_05h30m	50j_21h30m	;
reserver 	J	E	28j_22h30m	38j_18h30m	;
reserver 	D	T	21j_04h30m	22j_16h30m	;
reserver 	X	V	31j_16h30m	45j_02h00m	;
reserver 	C	J	19j_06h30m	21j_12h30m	;
reserver 	C	O	30j_21h30m	31j_15h30m	;
reserver 	L	Y	26j_01h00m	34j_04h30m	;
reserver 	R	P	19j_01h00m	34j_15h30m	;
reserver 	G	G	23j_08h30m	34j_16h30m	;
reserver 	K	S	27j_11h30m	47j_05h30m	;
reserver 	M	A	22j_04h30m	36j_07h00m	;
reserver 	F	O	24j_20h30m	28j_14h30m	;
reserver 	T	Y	25j_23h30m	29j_02h30m	;
reserver 	Q	O	25j_15h30m	35j_16h30m	;
reserver 	R	N	23j_21h00m	43j_08h00m	;
reserver 	O	Q	21j_23h30m	36j_09h00m	;
reserver 	P	B	20j_09h00m	32j_03h00m	;
reserver 	E	E	31j_13h00m	36j_15h00m	;
reserver 	E	E	30j_16h30m	40j_05h30m	;
reserver 	K	K	28j_02h00m	37j_16h30m	;
reserver 	M	W	19j_11h30m	28j_17h30m	;
reserver 	I	B	32j_02h00m	37j_13h30m	;
reserver 	Q	S	26j_11h30m	44j_15h30m	;
reserver 	Q	Y	32j_08h00m	38j_06h00m	;
reserver 	Z	K	32j_14h00m	47j_10h30m	;
reserver 	P	T	30j_23h30m	42j_19h00m	;
reserver 	X	X	21j_05h30m	23j_19h00m	;
reserver 	Q	H	32j_07h30m	34j_08h00m	;
reserver 	Y	Y	31j_15h30m	44j_02h00m	;
reserver 	S	B	30j_22h00m	41j_17h30m	;
reserver 	M	D	25j_11h30m	41j_13h30m	;
reserver 	B	B	26j_05h30m	40j_12h30m	;
reserver 	I	R	20j_12h00m	29j_19h00m	;
reserver 	Q	L	32j_13h30m	46j_01h30m	;
reserver 	M	M	27j_07h30m	39j_20h30m	;
reserver 	H	K	29j_06h00m	38j_12h00m	;
reserver 	J	J	28j_13h30m	47j_01h00m	;
reserver 	G	X	28j_12h30m	31j_21h30m	;
reserver 	P	A	22j_04h30m	26j_15h30m	;
reserver 	U	U	23j_05h00m	32j_23h00m	;
reserver 	Q	G	24j_02h00m	40j_20h00m	;
reserver 	N	B	20j_21h30m	39j_03h00m	;
reserver 	J	B	28j_12h00m	48j_04h30m	;
reserver 	I	Y	24j_21h00m	40j_00h30m	;
reserver 	C	C	27j_09h30m	29j_23h30m	;
reserver 	Y	B	31j_20h30m	37j_00h30m	;
reserver 	W	R	22j_12h00m	40j_16h00m	;
reserver 	G	F	23j_12h00m	37j_14h00m	;
reserver 	D	P	31j_04h00m	43j_06h30m	;
reserver 	I	I	30j_10h00m	40j_18h30m	;
reserver 	M	A	31j_11h00m	42j_19h00m	;
reserver 	L	M	27j_23h30m	42j_17h00m	;
reserver 	T	I	21j_07h30m	40j_06h30m	;
reserver 	A	Q	27j_12h00m	36j_21h00m	;
reserver 	F	I	29j_15h30m	31j_13h30m	;
reserver 	F	B	31j_02h30m	41j_17h30m	;
reserver 	W	W	25j_16h30m	42j_05h30m	;
reserver 	G	H	31j_06h30m	50j_05h00m	;
reserver 	A	Y	23j_16h00m	29j_15h00m	;
